pair_id,idx_9000nm,idx_11000nm,distance_m,fpa_wl0,fpa_wl1,n_matches,n_inliers,inlier_ratio,mean_conf
43609_41615,43609,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9899852275848389
43548_41615,43548,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9911572933197021
43547_41615,43547,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9911060929298401
43576_41615,43576,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9907821416854858
43577_41615,43577,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9908030033111572
43578_41615,43578,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9907477498054504
43611_41615,43611,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9900891184806824
43582_41615,43582,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9905486702919006
43583_41615,43583,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.990431547164917
43584_41615,43584,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9904179573059082
43585_41615,43585,41615,7.2827372775617265,13.5,12.0,784,780,0.9948979591836735,0.990352213382721
43586_41615,43586,41615,7.2827372775617265,13.5,12.0,784,783,0.9987244897959183,0.9903604388237
43575_41615,43575,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9907990097999573
43574_41615,43574,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9908227920532227
43572_41615,43572,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9908724427223206
43573_41615,43573,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9908104538917542
43606_41615,43606,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9898422956466675
43607_41615,43607,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9899790287017822
43608_41615,43608,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.989971399307251
43600_41615,43600,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9901189804077148
43599_41615,43599,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9900757670402527
43598_41615,43598,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9901995062828064
43605_41615,43605,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9898704290390015
43589_41615,43589,41615,7.2827372775617265,13.5,12.0,784,780,0.9948979591836735,0.9905228614807129
43588_41615,43588,41615,7.2827372775617265,13.5,12.0,784,779,0.9936224489795918,0.9904525876045227
43587_41615,43587,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9903839826583862
43568_41615,43568,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.990766704082489
43567_41615,43567,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9907232522964478
43566_41615,43566,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9908170700073242
43597_41615,43597,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9900593757629395
43596_41615,43596,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9902307987213135
43595_41615,43595,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9902786016464233
43562_41615,43562,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9907017946243286
43561_41615,43561,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.990760326385498
43560_41615,43560,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9908310174942017
43593_41615,43593,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9903404116630554
43594_41615,43594,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.990416944026947
43602_41615,43602,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.990125834941864
43601_41615,43601,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9901420474052429
43604_41615,43604,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9899879097938538
43603_41615,43603,41615,7.2827372775617265,13.5,12.0,784,784,1.0,0.9900556206703186
43513_40639,43513,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.9891072511672974
43512_40639,43512,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.9891996383666992
43511_40639,43511,40639,7.3055286088409215,13.5,12.1,784,782,0.9974489795918368,0.9892958998680115
43514_40639,43514,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.98907470703125
43516_40639,43516,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.9889553785324097
43515_40639,43515,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.9891324639320374
43521_40639,43521,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.988806962966919
43520_40639,43520,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.98884117603302
43518_40639,43518,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.988887369632721
43519_40639,43519,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.988822340965271
43517_40639,43517,40639,7.3055286088409215,13.5,12.1,784,784,1.0,0.9889335036277771
33347_29946,33347,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9909042119979858
33348_29946,33348,29946,8.354211897294777,14.6,13.0,784,784,1.0,0.9909266233444214
33349_29946,33349,29946,8.354211897294777,14.6,13.0,784,784,1.0,0.9909473061561584
33346_29946,33346,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9910148978233337
33350_29946,33350,29946,8.354211897294777,14.6,13.0,784,784,1.0,0.9909763932228088
33340_29946,33340,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9910781383514404
33341_29946,33341,29946,8.354211897294777,14.8,13.0,784,784,1.0,0.9910628795623779
