pair_id,idx_9000nm,idx_11000nm,distance_m,n_matches,n_inliers,inlier_ratio,mean_conf
43322_40433,43322,40433,5.74609844612315,1625,1276,0.7852307692307692,0.3457651436328888
43323_40433,43323,40433,5.74609844612315,1585,1208,0.7621451104100946,0.3437254726886749
43324_40433,43324,40433,5.74609844612315,1580,1240,0.7848101265822784,0.34492921829223633
43325_40433,43325,40433,5.74609844612315,1631,1287,0.789086450030656,0.35116103291511536
43326_40433,43326,40433,5.74609844612315,1599,1221,0.7636022514071295,0.3511105477809906
43357_40433,43357,40433,5.74609844612315,1587,1245,0.7844990548204159,0.35263097286224365
43356_40433,43356,40433,5.74609844612315,1609,1288,0.800497203231821,0.3547101616859436
43355_40433,43355,40433,5.74609844612315,1601,1322,0.8257339163023111,0.3551621735095978
43354_40433,43354,40433,5.74609844612315,1626,1305,0.8025830258302583,0.35311856865882874
43353_40433,43353,40433,5.74609844612315,1639,1259,0.7681513117754728,0.35272130370140076
43352_40433,43352,40433,5.74609844612315,1687,1379,0.8174273858921162,0.35186833143234253
43351_40433,43351,40433,5.74609844612315,1600,1237,0.773125,0.34972071647644043
43350_40433,43350,40433,5.74609844612315,1615,1337,0.8278637770897833,0.3526372015476227
43317_40433,43317,40433,5.74609844612315,1641,1334,0.8129189518586228,0.3586976230144501
43316_40433,43316,40433,5.74609844612315,1582,1340,0.8470290771175727,0.35424935817718506
43315_40433,43315,40433,5.74609844612315,1583,1233,0.7789008212255212,0.3565438687801361
43314_40433,43314,40433,5.74609844612315,1631,1329,0.8148375229920294,0.3538348972797394
43313_40433,43313,40433,5.74609844612315,1665,1342,0.806006006006006,0.3578798770904541
43312_40433,43312,40433,5.74609844612315,1641,1266,0.7714808043875686,0.35195139050483704
43311_40433,43311,40433,5.74609844612315,1648,1349,0.8185679611650486,0.35280588269233704
43310_40433,43310,40433,5.74609844612315,1596,1284,0.8045112781954887,0.36188018321990967
43341_40433,43341,40433,5.74609844612315,1574,1256,0.7979669631512071,0.3499423861503601
43340_40433,43340,40433,5.74609844612315,1510,1223,0.8099337748344371,0.34680211544036865
43339_40433,43339,40433,5.74609844612315,1536,1177,0.7662760416666666,0.3447937071323395
43338_40433,43338,40433,5.74609844612315,1455,1137,0.7814432989690722,0.34931838512420654
43337_40433,43337,40433,5.74609844612315,1488,1172,0.7876344086021505,0.34276312589645386
43336_40433,43336,40433,5.74609844612315,1454,1151,0.7916093535075653,0.3366428017616272
43335_40433,43335,40433,5.74609844612315,1432,1149,0.8023743016759777,0.33623188734054565
43334_40433,43334,40433,5.74609844612315,1442,1170,0.811373092926491,0.3379794657230377
43301_40433,43301,40433,5.74609844612315,1550,1221,0.787741935483871,0.34660249948501587
43300_40433,43300,40433,5.74609844612315,1485,1112,0.7488215488215488,0.34957313537597656
43299_40433,43299,40433,5.74609844612315,1468,1159,0.7895095367847411,0.3462959825992584
43298_40433,43298,40433,5.74609844612315,1514,1159,0.7655217965653897,0.3483482003211975
43349_40433,43349,40433,5.74609844612315,1542,1241,0.804798962386511,0.35418522357940674
